IN1,IN2,IN3,IN4,IN5,SO2,H2S
0.5630558414102317,0.7872530046858547,0.23700765499954396,0.8066204092498243,0.46674576797857115,0.45833333322622033,0.533333333273714
0.5637976279192195,0.7926512528015459,0.24062681584131862,0.8057011534934473,0.46686351413596017,0.45833333322622033,0.533333333273714
0.5658315586696692,0.78366266042023,0.24238902476249158,0.807813673933583,0.46630195553918175,0.4791666665546849,0.533333333273714
0.5671077505130886,0.7767620696685686,0.24441019663453914,0.8097936094088569,0.4660392910342371,0.4791666665546849,0.5666666666113058
0.5669322741346186,0.7808871460588606,0.24307117025581235,0.8099703893620062,0.46728015438518283,0.4791666665546849,0.5666666666113058
0.5659192968589043,0.7810144632314006,0.24127106442276727,0.8107835771464937,0.4681134348836282,0.4791666665546849,0.5999999999488977
0.5644277476419078,0.7756926054192335,0.24128369672672464,0.8098996773807465,0.46759716327046097,0.4791666665546849,0.5999999999488977
0.5642522712634375,0.7702179670000184,0.24230059863478998,0.8096610244439948,0.4674431875261829,0.4791666665546849,0.6333333332864897
0.5650977483597028,0.7579445915671738,0.24093630764814847,0.8089185486407672,0.4669631454999047,0.4791666665546849,0.6333333332864897
0.5648744147871047,0.7635720105934365,0.2409615722560632,0.8091130065892316,0.46595777446373693,0.4791666665546849,0.6666666666240816
0.5647707241998268,0.7861071501329959,0.23904777532752755,0.808653378711043,0.4556051700102253,0.4791666665546849,0.6666666666240816
0.5652732247381732,0.7863108576090597,0.23754452899735495,0.8085473107391532,0.4441385057598792,0.4999999999734798,0.6333333332864897
0.5644277476419078,0.7737319209621194,0.23787928541209954,0.8097936094088569,0.44357694716310075,0.5208333333079183,0.5999999999488977
0.5624895312797142,0.7734772866170394,0.2397425531248057,0.8112697220176547,0.43575135637382756,0.4999999999734798,0.5999999999488977
0.5591634562878025,0.7758708494607893,0.2422879663308326,0.8125690546733031,0.42677547614367467,0.4791666665546849,0.6333333332864897
0.5559091670870826,0.765456304747027,0.24474495340915792,0.8132761744859008,0.4215765304418398,0.45833333322622033,0.6333333332864897
0.5527665446726621,0.7626553269511495,0.24371541883726097,0.8143368542047975,0.40940338944039373,0.4374999998977558,0.6666666666240816
0.5494643982778141,0.7726879201472923,0.24194057725225646,0.8146904141110964,0.38916916498591625,0.4166666665692912,0.6666666666240816
0.5479010632696253,0.778315339173555,0.24344382394230327,0.8161311707292642,0.3692519497265878,0.39583333324082665,0.6666666666240816
0.5484195162060145,0.7839936850688339,0.24327960363098322,0.8170769434786141,0.3632016086805774,0.37499999991236205,0.6999999999616735
0.5479728490608178,0.79020676308878,0.2431722290473455,0.8168117735488898,0.3602579547690787,0.3541666665838975,0.6999999999616735
0.5468721335958683,0.7793084131193662,0.2387382835206977,0.8150351350197378,0.3528671189354557,0.3541666665838975,0.6999999999616735
0.5468721335958683,0.7685628437569999,0.23789191771605692,0.8130551995444639,0.3480123544070032,0.37499999991236205,0.6666666666240816
0.5476697534980055,0.7692758199232234,0.24029837521867853,0.8131966235069836,0.34170840627559607,0.37499999991236205,0.6333333332864897
0.5481243968422238,0.7648706457533434,0.23863722472916454,0.8136120563968847,0.3344262592573151,0.37499999991236205,0.6333333332864897
0.5466886810183768,0.7758453860262814,0.24114474102331931,0.8147522870946988,0.32764226915895034,0.37499999991236205,0.6333333332864897
0.545707608538748,0.7888317376253493,0.2355170409733287,0.8171034604715863,0.3190015126257006,0.37499999991236205,0.5999999999488977
0.5446946312630337,0.7734518231825315,0.2252343293576879,0.8158571618018828,0.31698171319340473,0.37499999991236205,0.5999999999488977
0.5440884401374098,0.7603636178454316,0.2275965741563329,0.8133557254648183,0.3166194172926661,0.37499999991236205,0.5999999999488977
0.5451971318013803,0.7651252800984232,0.22815239625020572,0.8112343660270249,0.3100980917561772,0.37499999991236205,0.5666666666113058
0.5477574916872407,0.772942554492372,0.23117152157438253,0.8102178812964156,0.30282500198877327,0.37499999991236205,0.5666666666113058
0.5507804711163405,0.7802250967616532,0.23596548848356388,0.8112874000129695,0.3028159447378962,0.37499999991236205,0.533333333273714
0.5543378558798725,0.7938989610924366,0.23943306131797581,0.8060812303927186,0.30279783001053995,0.39583333324082665,0.46666666651915223
0.5586051223563063,0.7870747606442989,0.2422879663308326,0.8012639766693962,0.3030152074156218,0.39583333324082665,0.46666666651915223
0.5613090538245512,0.7753361173361218,0.24330486823889796,0.801820833521817,0.3055693932225464,0.39583333324082665,0.46666666651915223
0.5621465547217954,0.7770421674481561,0.24225006941896046,0.801820833521817,0.32026049080180663,0.39583333324082665,0.46666666651915223
0.5609979820627179,0.7759981666333292,0.23863722472916454,0.8013700446412861,0.3341001930368912,0.39583333324082665,0.46666666651915223
0.5620029831394109,0.7625280097786095,0.23844773980992975,0.8015645025897502,0.334199824375754,0.39583333324082665,0.46666666651915223
0.5636460801378135,0.7596761051137162,0.24097420456002058,0.8025014363414426,0.33429945571461683,0.39583333324082665,0.46666666651915223
0.5641485806761599,0.7697596251788749,0.2403994340102117,0.8038007689970907,0.33439908705347965,0.39583333324082665,0.46666666651915223
0.5647308432047197,0.7722295783261486,0.23655920748930884,0.8049498386925623,0.33398244674506994,0.39583333324082665,0.46666666651915223
0.5657039394853273,0.7741902627832626,0.23493595391166694,0.8062491713482105,0.3334480603704413,0.4166666665692912,0.43333333323374834
0.5649142957822113,0.7813709513145122,0.236003385395436,0.8072568170811623,0.33347523257427675,0.4166666665692912,0.39999999994834445
0.5625134598767786,0.7767111427995524,0.23696975808767187,0.8072656560788198,0.33385564320237165,0.4166666665692912,0.39999999994834445
0.5616440541834489,0.7722550417606565,0.2393698994383148,0.8082291068234844,0.3339733894941929,0.4166666665692912,0.39999999994834445
0.560758696092077,0.7807852923208288,0.23820140952288676,0.8082733018117718,0.33349334730163305,0.4166666665692912,0.43333333323374834
0.5612931014265086,0.7802760236306694,0.2352075488066247,0.808600344725098,0.3330857644697026,0.39583333324082665,0.43333333323374834
0.5622821501051588,0.776303727847425,0.23864985703312191,0.8104918902237973,0.3328140426569497,0.39583333324082665,0.43333333323374834
0.5618514353580047,0.7817019759631161,0.24036153709833957,0.8120298758161975,0.332886501791977,0.39583333324082665,0.43333333323374834
0.5632632225847876,0.7773731920967598,0.2381256156991425,0.8121889777740319,0.3329589609270043,0.39583333324082665,0.46666666651915223
0.5630558414102317,0.7693776736612553,0.23754452899735495,0.8122154947670043,0.33334842903157846,0.39583333324082665,0.46666666651915223
0.562936198424911,0.7738337747001511,0.23895934919982595,0.8110487470762178,0.33174526990769226,0.37499999991236205,0.46666666651915223
0.5627766744444838,0.7800468527200974,0.2438543745406663,0.8111106200598204,0.32070430331405175,0.37499999991236205,0.500000000066305
0.5635184609534712,0.7745467508663745,0.2435069854620901,0.8095991514603924,0.3107864538773397,0.39583333324082665,0.500000000066305
0.5667647739551697,0.767340598900617,0.23779085928439792,0.8083882087813188,0.31140235686347495,0.39583333324082665,0.500000000066305
0.5670678695179819,0.7793593399883821,0.2405383893537428,0.8107570601535213,0.3120726042572812,0.39583333324082665,0.533333333273714
0.5665653689796354,0.7914290079451629,0.2440375433079224,0.8106951871699192,0.31224469473117134,0.39583333324082665,0.533333333273714
0.5670678695179819,0.7854196374012804,0.24268588462523827,0.8105095682191121,0.3147535936069041,0.39583333324082665,0.533333333273714
0.567027988522875,0.7815237319215601,0.24132159363859673,0.8109868740926157,0.32645575011787165,0.39583333324082665,0.533333333273714
0.5676262034494778,0.7724587492367205,0.24080998460857472,0.8109426791043282,0.3421159891075265,0.4166666665692912,0.533333333273714
